id,name,image_urls,price,description,subcategory,tax_id,quantity
1203992001,Drapowana sukienka bodycon,https://lp2.hm.com/hmgoepprod?set=quality%5B79%5D%2Csource%5B%2Fd7%2Ff2%2Fd7f280a23505d59b90887a396650ba585c59c2bc.jpg%5D%2Corigin%5Bdam%5D%2Ccategory%5B%5D%2Ctype%5BLOOKBOOK%5D%2Cres%5Bm%5D%2Chmver%5B1%5D&call=url[file:/product/main];https://lp2.hm.com/hmgoepprod?set=quality%5B79%5D%2Csource%5B%2F68%2F11%2F681134261c5c5ff7875a5e35dca6d1421e6d7ee4.jpg%5D%2Corigin%5Bdam%5D%2Ccategory%5B%5D%2Ctype%5BLOOKBOOK%5D%2Cres%5Bm%5D%2Chmver%5B1%5D&call=url%5Bfile%3A%2Fproduct%2Fmain%5D,"127,99 PLN","Podkreślająca figurę sukienka do połowy łydki wykonana z elastycznego dżerseju. Okrągły dekolt i długie rękawy. Wzdłuż przodu, tyłu i rękawów marszczone szwy tworzące efekt drapowania.",Sukienki,1,6
1207292004,Satynowa sukienka z wiązaniem,https://lp2.hm.com/hmgoepprod?set=quality%5B79%5D%2Csource%5B%2Fdd%2F53%2Fdd534063e5e4642e137095e2d4e4cead0424d66b.jpg%5D%2Corigin%5Bdam%5D%2Ccategory%5B%5D%2Ctype%5BLOOKBOOK%5D%2Cres%5Bm%5D%2Chmver%5B1%5D&call=url[file:/product/main];https://lp2.hm.com/hmgoepprod?set=quality%5B79%5D%2Csource%5B%2F36%2F1e%2F361e7e21a67eabf06569217bcf7a881d58164f26.jpg%5D%2Corigin%5Bdam%5D%2Ccategory%5B%5D%2Ctype%5BLOOKBOOK%5D%2Cres%5Bm%5D%2Chmver%5B1%5D&call=url%5Bfile%3A%2Fproduct%2Fmain%5D,"99,99 PLN","Krótka sukienka z lejącej satyny. Dekolt w serek z szerokim wiązaniem. Obniżone ramiona, długie rękawy z szerokim zapinanym mankietem oraz rozcięciem z guzikiem zabezpieczającym. Prosty brzeg u dołu i krótkie rozcięcia po bokach. Bez podszewki.",Sukienki,1,9
1208415005,Sukienka bodycon,https://lp2.hm.com/hmgoepprod?set=quality%5B79%5D%2Csource%5B%2F5a%2F9e%2F5a9efbdb698d701cf51b95c732d8f7f28ef6ac32.jpg%5D%2Corigin%5Bdam%5D%2Ccategory%5B%5D%2Ctype%5BLOOKBOOK%5D%2Cres%5Bm%5D%2Chmver%5B1%5D&call=url[file:/product/main];https://lp2.hm.com/hmgoepprod?set=quality%5B79%5D%2Csource%5B%2Fc0%2F7b%2Fc07ba30b6140c33d7bcdf3af089ff3fdc693b65b.jpg%5D%2Corigin%5Bdam%5D%2Ccategory%5B%5D%2Ctype%5BLOOKBOOK%5D%2Cres%5Bm%5D%2Chmver%5B1%5D&call=url%5Bfile%3A%2Fproduct%2Fmain%5D,"39,99 PLN","Podkreślająca figurę krótka sukienka. Dekolt karo, wąskie ramiączka. U dołu prosty brzeg z krótkim rozcięciem z jednej strony z przodu.",Sukienki,1,1
1208476003,Sukienka ze stójką,https://lp2.hm.com/hmgoepprod?set=quality%5B79%5D%2Csource%5B%2Fd4%2F17%2Fd41775371bbc8ebb8dd31f24cf8d5a9369322285.jpg%5D%2Corigin%5Bdam%5D%2Ccategory%5B%5D%2Ctype%5BLOOKBOOK%5D%2Cres%5Bm%5D%2Chmver%5B1%5D&call=url[file:/product/main];https://lp2.hm.com/hmgoepprod?set=quality%5B79%5D%2Csource%5B%2F5c%2F07%2F5c072b9bb3a802c8fb9dd73fb80978c9cc51756b.jpg%5D%2Corigin%5Bdam%5D%2Ccategory%5B%5D%2Ctype%5BLOOKBOOK%5D%2Cres%5Bm%5D%2Chmver%5B1%5D&call=url%5Bfile%3A%2Fproduct%2Fmain%5D,"79,99 PLN","Podkreślająca figurę sukienka do połowy łydki wykonana z miękkiego dżerseju. Stójka, długie rękawy, prosty brzeg u dołu.",Sukienki,1,4
1202916004,Sukienka z wciętą talią,https://lp2.hm.com/hmgoepprod?set=quality%5B79%5D%2Csource%5B%2F32%2F8c%2F328c553602fe63b02e1ab6ca3ab7d21f0ac1edf4.jpg%5D%2Corigin%5Bdam%5D%2Ccategory%5B%5D%2Ctype%5BLOOKBOOK%5D%2Cres%5Bm%5D%2Chmver%5B1%5D&call=url[file:/product/main];https://lp2.hm.com/hmgoepprod?set=quality%5B79%5D%2Csource%5B%2F0e%2F07%2F0e079e15843beb840bca0114dc2ccb168f33a6c7.jpg%5D%2Corigin%5Bdam%5D%2Ccategory%5B%5D%2Ctype%5BLOOKBOOK%5D%2Cres%5Bm%5D%2Chmver%5B1%5D&call=url%5Bfile%3A%2Fproduct%2Fmain%5D,"164,99 PLN","Długa sukienka z krepowanej tkaniny z wciętą talią. Okrągły dekolt, kryty suwak z tyłu, kapturkowe rękawy i lekko rozszerzany dół. Bez podszewki.",Sukienki,1,4
1208227002,Sukienka z odkrytymi ramionami,https://lp2.hm.com/hmgoepprod?set=quality%5B79%5D%2Csource%5B%2F8e%2F2e%2F8e2e4f13cbfb1f21d5c5594a118a82aacf8d2a7b.jpg%5D%2Corigin%5Bdam%5D%2Ccategory%5B%5D%2Ctype%5BLOOKBOOK%5D%2Cres%5Bm%5D%2Chmver%5B1%5D&call=url[file:/product/main];https://lp2.hm.com/hmgoepprod?set=quality%5B79%5D%2Csource%5B%2F79%2F9d%2F799d303e6e71984011f8c32a1e4bf88a9cf68965.jpg%5D%2Corigin%5Bdam%5D%2Ccategory%5B%5D%2Ctype%5BLOOKBOOK%5D%2Cres%5Bm%5D%2Chmver%5B1%5D&call=url%5Bfile%3A%2Fproduct%2Fmain%5D,"127,99 PLN","Podkreślająca figurę krótka sukienka z mieszanki zawierającej wiskozę. Odkryte ramiona z krytym silikonowym wykończeniem i elastycznym brzegiem. Dwuwarstwowy przód, długie rękawy, z tyłu kryty suwak i haftka. Bez podszewki.",Sukienki,1,7
1198047002,Cekinowa sukienka na ramiączkach,https://lp2.hm.com/hmgoepprod?set=quality%5B79%5D%2Csource%5B%2F26%2F8f%2F268f08e8de6fd953a78a4620258b6cf2d7855521.jpg%5D%2Corigin%5Bdam%5D%2Ccategory%5B%5D%2Ctype%5BLOOKBOOK%5D%2Cres%5Bm%5D%2Chmver%5B1%5D&call=url[file:/product/main];https://lp2.hm.com/hmgoepprod?set=quality%5B79%5D%2Csource%5B%2Ff1%2F32%2Ff1325b39bf8068fe248a3e80093a3df8c0746069.jpg%5D%2Corigin%5Bdam%5D%2Ccategory%5B%5D%2Ctype%5BLOOKBOOK%5D%2Cres%5Bm%5D%2Chmver%5B1%5D&call=url%5Bfile%3A%2Fproduct%2Fmain%5D,"147,99 PLN","Podkreślająca figurę sukienka do połowy łydki wykonana z siateczki pokrytej cekinami. Głęboki okrągły dekolt, wąskie regulowane ramiączka. Bez podszewki.",Sukienki,1,1
1196998004,Sukienka z dzianiny w prążki,https://lp2.hm.com/hmgoepprod?set=quality%5B79%5D%2Csource%5B%2F62%2Fd0%2F62d05c569da113e6f8d585995bb164dc315044fd.jpg%5D%2Corigin%5Bdam%5D%2Ccategory%5B%5D%2Ctype%5BLOOKBOOK%5D%2Cres%5Bm%5D%2Chmver%5B1%5D&call=url[file:/product/main];https://lp2.hm.com/hmgoepprod?set=quality%5B79%5D%2Csource%5B%2Fe0%2F9f%2Fe09fa87f672031aab2725465e6ce5a15ec21d5d2.jpg%5D%2Corigin%5Bdam%5D%2Ccategory%5B%5D%2Ctype%5BLOOKBOOK%5D%2Cres%5Bm%5D%2Chmver%5B1%5D&call=url%5Bfile%3A%2Fproduct%2Fmain%5D,"154,99 PLN","Podkreślająca figurę sukienka do połowy łydki wykonana z miękkiej dzianiny w prążki z mieszanki zawierającej wełnę. Okrągły dekolt, długie rękawy. Lekko rozszerzany dół.",Sukienki,1,0
1207133002,Drapowana sukienka na jedno ramię,https://lp2.hm.com/hmgoepprod?set=quality%5B79%5D%2Csource%5B%2F42%2F47%2F42476112f3e557081400d63bbf868ca625fc2ead.jpg%5D%2Corigin%5Bdam%5D%2Ccategory%5B%5D%2Ctype%5BLOOKBOOK%5D%2Cres%5Bm%5D%2Chmver%5B1%5D&call=url[file:/product/main];https://lp2.hm.com/hmgoepprod?set=quality%5B79%5D%2Csource%5B%2Fb2%2F75%2Fb275686713d6ed9f14ab6debd40a28066d56a487.jpg%5D%2Corigin%5Bdam%5D%2Ccategory%5B%5D%2Ctype%5BLOOKBOOK%5D%2Cres%5Bm%5D%2Chmver%5B1%5D&call=url%5Bfile%3A%2Fproduct%2Fmain%5D,"147,99 PLN",Podkreślająca figurę krótka sukienka z tkaniny. Jedno szerokie ramiączko i szeroki panel wokół drugiego ramienia. Z boku kryty suwak i marszczony szew tworzący drapowanie. Bez podszewki.,Sukienki,1,3
1190819004,Sukienka oversize z suwakiem u góry,https://lp2.hm.com/hmgoepprod?set=quality%5B79%5D%2Csource%5B%2F0a%2F1d%2F0a1df3764029a33a65c04cbd08a340e8f8450677.jpg%5D%2Corigin%5Bdam%5D%2Ccategory%5B%5D%2Ctype%5BLOOKBOOK%5D%2Cres%5Bm%5D%2Chmver%5B1%5D&call=url[file:/product/main];https://lp2.hm.com/hmgoepprod?set=quality%5B79%5D%2Csource%5B%2F1b%2Fb0%2F1bb0c81c2c8c6513b0a9529b4dbaa3fec1b3cabf.jpg%5D%2Corigin%5Bdam%5D%2Ccategory%5B%5D%2Ctype%5BLOOKBOOK%5D%2Cres%5Bm%5D%2Chmver%5B1%5D&call=url%5Bfile%3A%2Fproduct%2Fmain%5D,"164,99 PLN","Krótka obszerna sukienka z miękkiej dzianiny w prążki. Stójka, suwak u góry, długie rękawy.",Sukienki,1,6
1217400001,Sukienka na jedno ramię,https://lp2.hm.com/hmgoepprod?set=quality%5B79%5D%2Csource%5B%2F81%2F28%2F8128ecdb48e2641511f68cc31be6433075c32aed.jpg%5D%2Corigin%5Bdam%5D%2Ccategory%5B%5D%2Ctype%5BLOOKBOOK%5D%2Cres%5Bm%5D%2Chmver%5B1%5D&call=url[file:/product/main];https://lp2.hm.com/hmgoepprod?set=quality%5B79%5D%2Csource%5B%2Fa1%2F8b%2Fa18baca4a88f26120592b3fba8d072466bcfe5b6.jpg%5D%2Corigin%5Bdam%5D%2Ccategory%5B%5D%2Ctype%5BLOOKBOOK%5D%2Cres%5Bm%5D%2Chmver%5B1%5D&call=url%5Bfile%3A%2Fproduct%2Fmain%5D,"164,99 PLN","Podkreślająca figurę sukienka do połowy łydki. Asymetryczny dekolt, jedno szerokie ramiączko z metalowym detalem z przodu. Kryty suwak z boku, lekkie drapowanie w talii, rozcięcie z tyłu u dołu. Bez podszewki.",Sukienki,1,2
1207517002,Drapowana szmizjerka,https://lp2.hm.com/hmgoepprod?set=quality%5B79%5D%2Csource%5B%2Fdb%2F18%2Fdb18233a151c9350e7c65c1fb148d621be9e5dd0.jpg%5D%2Corigin%5Bdam%5D%2Ccategory%5B%5D%2Ctype%5BLOOKBOOK%5D%2Cres%5Bm%5D%2Chmver%5B1%5D&call=url[file:/product/main];https://lp2.hm.com/hmgoepprod?set=quality%5B79%5D%2Csource%5B%2F52%2F17%2F521770b5f3992c3b59bbe59102d82afb103a755a.jpg%5D%2Corigin%5Bdam%5D%2Ccategory%5B%5D%2Ctype%5BLOOKBOOK%5D%2Cres%5Bm%5D%2Chmver%5B1%5D&call=url%5Bfile%3A%2Fproduct%2Fmain%5D,"109,99 PLN","Podkreślająca figurę dżersejowa sukienka do połowy łydki. Kołnierzyk, dekolt w serek, zapięcie na guziki. Długie rękawy zakończone szerokim mankietem z rozcięciem. Z przodu marszczenie tworzące efekt lekkiego drapowania.",Sukienki,1,0
1210830001,Długa sukienka z głębokim dekoltem z tyłu,https://lp2.hm.com/hmgoepprod?set=quality%5B79%5D%2Csource%5B%2Ffa%2F08%2Ffa08b5b60f2ef0c1d7205b5b81115a6a553cc0cd.jpg%5D%2Corigin%5Bdam%5D%2Ccategory%5B%5D%2Ctype%5BLOOKBOOK%5D%2Cres%5Bm%5D%2Chmver%5B1%5D&call=url[file:/product/main];https://lp2.hm.com/hmgoepprod?set=quality%5B79%5D%2Csource%5B%2F89%2Fd7%2F89d737a3663d617f9b9d47b56a0016fc15709c24.jpg%5D%2Corigin%5Bdam%5D%2Ccategory%5B%5D%2Ctype%5BLOOKBOOK%5D%2Cres%5Bm%5D%2Chmver%5B1%5D&call=url%5Bfile%3A%2Fproduct%2Fmain%5D,"147,99 PLN","Podkreślająca figurę długa sukienka z elastycznego dżerseju o lekkim połysku. Okrągły dekolt, głęboki dekolt z tyłu, bardzo długie obcisłe rękawy.",Sukienki,1,3
1212616002,Dżersejowa sukienka z wycięciami,https://lp2.hm.com/hmgoepprod?set=quality%5B79%5D%2Csource%5B%2F3d%2F73%2F3d73534084673377b939a2431114867902a408c6.jpg%5D%2Corigin%5Bdam%5D%2Ccategory%5B%5D%2Ctype%5BLOOKBOOK%5D%2Cres%5Bm%5D%2Chmver%5B2%5D&call=url[file:/product/main];https://lp2.hm.com/hmgoepprod?set=quality%5B79%5D%2Csource%5B%2F41%2F00%2F4100014789799eb8f3da340ad719ff2ca59ddaef.jpg%5D%2Corigin%5Bdam%5D%2Ccategory%5B%5D%2Ctype%5BLOOKBOOK%5D%2Cres%5Bm%5D%2Chmver%5B2%5D&call=url%5Bfile%3A%2Fproduct%2Fmain%5D,"54,99 PLN","Podkreślająca figurę krótka sukienka z miękkiego dżerseju. Okrągły dekolt, długie rękawy, trójkątne wycięcie na plecach. Częściowo z podszewką.",Sukienki,1,10
1200683002,Satynowa sukienka ze strassem,https://lp2.hm.com/hmgoepprod?set=quality%5B79%5D%2Csource%5B%2F75%2F83%2F7583fe4802206cf59accc1b7a6802ee89300a3a4.jpg%5D%2Corigin%5Bdam%5D%2Ccategory%5B%5D%2Ctype%5BLOOKBOOK%5D%2Cres%5Bm%5D%2Chmver%5B1%5D&call=url[file:/product/main];https://lp2.hm.com/hmgoepprod?set=quality%5B79%5D%2Csource%5B%2F6a%2F23%2F6a23ef106d28e2565349b73a3ad39aece44a8ae5.jpg%5D%2Corigin%5Bdam%5D%2Ccategory%5B%5D%2Ctype%5BLOOKBOOK%5D%2Cres%5Bm%5D%2Chmver%5B1%5D&call=url%5Bfile%3A%2Fproduct%2Fmain%5D,"147,99 PLN","Sukienka do połowy łydki wykonana z lejącej satyny. Wokół szyi i pod biustem zdobienia z błyszczących łańcuszków z kamieni strassu. Dekolt w serek, wąskie regulowane ramiączka, profilowane miseczki, kryty suwak z boku. Dopasowana góra i lekko rozszerzany dół. Podszewka na biuście.",Sukienki,1,10
1190819002,Sukienka oversize z suwakiem u góry,https://lp2.hm.com/hmgoepprod?set=quality%5B79%5D%2Csource%5B%2F1e%2F3c%2F1e3c519f5a21c6d603f3afb7b143173ac24928fc.jpg%5D%2Corigin%5Bdam%5D%2Ccategory%5B%5D%2Ctype%5BLOOKBOOK%5D%2Cres%5Bm%5D%2Chmver%5B1%5D&call=url[file:/product/main];https://lp2.hm.com/hmgoepprod?set=quality%5B79%5D%2Csource%5B%2Fe1%2F15%2Fe1151452cb34cc756164ad2760e06b3eed50ab52.jpg%5D%2Corigin%5Bdam%5D%2Ccategory%5B%5D%2Ctype%5BLOOKBOOK%5D%2Cres%5Bm%5D%2Chmver%5B1%5D&call=url%5Bfile%3A%2Fproduct%2Fmain%5D,"164,99 PLN","Krótka obszerna sukienka z miękkiej dzianiny w prążki. Stójka, suwak u góry, długie rękawy.",Sukienki,1,3
1209966002,Kopertowa sukienka,https://lp2.hm.com/hmgoepprod?set=quality%5B79%5D%2Csource%5B%2F62%2F7a%2F627a50a2c8b4ac34f75d3fc798529171adff780c.jpg%5D%2Corigin%5Bdam%5D%2Ccategory%5B%5D%2Ctype%5BLOOKBOOK%5D%2Cres%5Bm%5D%2Chmver%5B1%5D&call=url[file:/product/main];https://lp2.hm.com/hmgoepprod?set=quality%5B79%5D%2Csource%5B%2Fbe%2Ff9%2Fbef945fabb37952fbeed600f803f87c84e8a3f1e.jpg%5D%2Corigin%5Bdam%5D%2Ccategory%5B%5D%2Ctype%5BLOOKBOOK%5D%2Cres%5Bm%5D%2Chmver%5B1%5D&call=url%5Bfile%3A%2Fproduct%2Fmain%5D,"147,99 PLN","Sukienka do połowy łydki wykonana z tkaniny o lekkim połysku. Głęboki dekolt w serek, kopertowy przód, w talii pasek do wiązania. Długie rękawy zakończone szerokim mankietem z rozcięciem i guzikiem. Bez podszewki.",Sukienki,1,10
1207795001,Koronkowa sukienka na ramiączkach,https://lp2.hm.com/hmgoepprod?set=quality%5B79%5D%2Csource%5B%2F26%2Fb9%2F26b9e39adabb4b8b14320604e29fb603600b6eee.jpg%5D%2Corigin%5Bdam%5D%2Ccategory%5B%5D%2Ctype%5BLOOKBOOK%5D%2Cres%5Bm%5D%2Chmver%5B1%5D&call=url[file:/product/main];https://lp2.hm.com/hmgoepprod?set=quality%5B79%5D%2Csource%5B%2F6f%2Ffc%2F6ffcbb6dfd8158cafad4a17fafeefcb934458761.jpg%5D%2Corigin%5Bdam%5D%2Ccategory%5B%5D%2Ctype%5BLOOKBOOK%5D%2Cres%5Bm%5D%2Chmver%5B1%5D&call=url%5Bfile%3A%2Fproduct%2Fmain%5D,"109,99 PLN","Podkreślająca figurę koronkowa sukienka do połowy łydki. Wąskie regulowane ramiączka, brzeg u dołu obszyty owerlokiem. Bez podszewki.",Sukienki,1,0
1200689001,Sukienka bodycon z odkrytymi ramionami,https://lp2.hm.com/hmgoepprod?set=quality%5B79%5D%2Csource%5B%2Fa9%2Fd6%2Fa9d606ce31b3f4eed54c97ad411a9ba0c2642ea8.jpg%5D%2Corigin%5Bdam%5D%2Ccategory%5B%5D%2Ctype%5BLOOKBOOK%5D%2Cres%5Bm%5D%2Chmver%5B1%5D&call=url[file:/product/main];https://lp2.hm.com/hmgoepprod?set=quality%5B79%5D%2Csource%5B%2F01%2Faf%2F01afb548577ec69f8651469558d8df7d7d74c573.jpg%5D%2Corigin%5Bdam%5D%2Ccategory%5B%5D%2Ctype%5BLOOKBOOK%5D%2Cres%5Bm%5D%2Chmver%5B1%5D&call=url%5Bfile%3A%2Fproduct%2Fmain%5D,"147,99 PLN",Podkreślająca figurę długa sukienka z bawełnianego dżerseju w prążki. Odkryte ramiona z odwijanym szerokim brzegiem rozciętym z przodu. Długie rękawy z rozcięciem. U dołu prosty brzeg z rozcięciem z tyłu.,Sukienki,1,0
1205467001,Kopertowa sukienka z cekinami,https://lp2.hm.com/hmgoepprod?set=quality%5B79%5D%2Csource%5B%2Faa%2F71%2Faa710be72d0b04848d8dce4022fe9011e47e93c3.jpg%5D%2Corigin%5Bdam%5D%2Ccategory%5B%5D%2Ctype%5BLOOKBOOK%5D%2Cres%5Bm%5D%2Chmver%5B1%5D&call=url[file:/product/main];https://lp2.hm.com/hmgoepprod?set=quality%5B79%5D%2Csource%5B%2Fc2%2F94%2Fc29433fa18de8f86c6a364b41e1ab8e99a93ba14.jpg%5D%2Corigin%5Bdam%5D%2Ccategory%5B%5D%2Ctype%5BLOOKBOOK%5D%2Cres%5Bm%5D%2Chmver%5B1%5D&call=url%5Bfile%3A%2Fproduct%2Fmain%5D,"259,99 PLN",Sukienka do połowy łydki wykonana z siateczki pokrytej cekinami. Długie rękawy. Dekolt w serek z krytym zapięciem na haftki. Kopertowy przód z szerokimi tasiemkami wiązanymi na jednym boku i krytymi wąskimi krytymi tasiemkami na drugim. Elastyczny tył talii. Dżersejowa podszewka.,Sukienki,1,10
1209331001,Sukienka z odkrytymi ramionami,https://lp2.hm.com/hmgoepprod?set=quality%5B79%5D%2Csource%5B%2F3b%2F52%2F3b52f3f9f44a123e074753b9b54c379ba4f4fe4b.jpg%5D%2Corigin%5Bdam%5D%2Ccategory%5B%5D%2Ctype%5BLOOKBOOK%5D%2Cres%5Bm%5D%2Chmver%5B1%5D&call=url[file:/product/main];https://lp2.hm.com/hmgoepprod?set=quality%5B79%5D%2Csource%5B%2Fab%2Fb3%2Fabb339a0c096fee0abddad5be0229d4913a7ae62.jpg%5D%2Corigin%5Bdam%5D%2Ccategory%5B%5D%2Ctype%5BLOOKBOOK%5D%2Cres%5Bm%5D%2Chmver%5B1%5D&call=url%5Bfile%3A%2Fproduct%2Fmain%5D,"209,99 PLN","Podkreślająca figurę krótka sukienka tkaninowa. Z przodu i z tyłu usztywnienia zapewniające podtrzymanie i kształt, u góry drut w kształcie V tworzący idealny dekolt w serce. Długie rękawy, z tyłu szerokie elastyczne marszczenie i kryty suwak. Bez podszewki.",Sukienki,1,3
1209748001,Długa sukienka z cekinami,https://lp2.hm.com/hmgoepprod?set=quality%5B79%5D%2Csource%5B%2F49%2F5d%2F495db367711b4219129a8f200e7fe9290046514b.jpg%5D%2Corigin%5Bdam%5D%2Ccategory%5B%5D%2Ctype%5BLOOKBOOK%5D%2Cres%5Bm%5D%2Chmver%5B1%5D&call=url[file:/product/main];https://lp2.hm.com/hmgoepprod?set=quality%5B79%5D%2Csource%5B%2F38%2Ffc%2F38fc9334934b684408722905b1b6615c4d760bfc.jpg%5D%2Corigin%5Bdam%5D%2Ccategory%5B%5D%2Ctype%5BLOOKBOOK%5D%2Cres%5Bm%5D%2Chmver%5B1%5D&call=url%5Bfile%3A%2Fproduct%2Fmain%5D,"389,99 PLN","Podkreślająca figurę długa sukienka z siateczki pokrytej cekinami. Głęboki dekolt z tyłu, mała stójka z zapięciem na haftkę z tyłu. Zaszewki na biuście, długie rękawy i lekko rozszerzany dół. Kryty suwak z boku. Dżersejowa podszewka.",Sukienki,1,2
1204941004,Cekinowa sukienka,https://lp2.hm.com/hmgoepprod?set=quality%5B79%5D%2Csource%5B%2F4e%2F1e%2F4e1e3ce8029392820e0fc0e62cf077cb9ee797e9.jpg%5D%2Corigin%5Bdam%5D%2Ccategory%5B%5D%2Ctype%5BLOOKBOOK%5D%2Cres%5Bm%5D%2Chmver%5B1%5D&call=url[file:/product/main];https://lp2.hm.com/hmgoepprod?set=quality%5B79%5D%2Csource%5B%2F58%2F81%2F588187fb3b028bd369954fba67a4b358e3d62a75.jpg%5D%2Corigin%5Bdam%5D%2Ccategory%5B%5D%2Ctype%5BLOOKBOOK%5D%2Cres%5Bm%5D%2Chmver%5B1%5D&call=url%5Bfile%3A%2Fproduct%2Fmain%5D,"164,99 PLN","Krótka sukienka z dżerseju pokrytego cekinami. Okrągły dekolt, długie lekko rozszerzane rękawy reglanowe. Z tyłu kryte zapięcie na suwak i haftkę. Dżersejowa podszewka.",Sukienki,1,7
1205568001,Dopasowana sukienka żakietowa,https://lp2.hm.com/hmgoepprod?set=quality%5B79%5D%2Csource%5B%2F70%2Fab%2F70abf4b05266614a65b39b7a32c5facca592a1b7.jpg%5D%2Corigin%5Bdam%5D%2Ccategory%5B%5D%2Ctype%5BLOOKBOOK%5D%2Cres%5Bm%5D%2Chmver%5B1%5D&call=url[file:/product/main];https://lp2.hm.com/hmgoepprod?set=quality%5B79%5D%2Csource%5B%2F73%2F0d%2F730d1c06d74efe8086339f86f1f29edc60e38409.jpg%5D%2Corigin%5Bdam%5D%2Ccategory%5B%5D%2Ctype%5BLOOKBOOK%5D%2Cres%5Bm%5D%2Chmver%5B1%5D&call=url%5Bfile%3A%2Fproduct%2Fmain%5D,"209,99 PLN","Krótka sukienka z diagonalu ze spiczastymi klapami. Obciągane guziki i wykończenia z błyszczącej satyny. Wcięta talia, kopertowy przód z krytymi guzikami na jednym boku i jednym widocznym guzikiem na drugim. Watowane ramiona, guzik u dołu rękawów. Z przodu atrapy kieszeni z klapką. Z podszewką.",Sukienki,1,3
1207305001,Kopertowa sukienka z cekinami,https://lp2.hm.com/hmgoepprod?set=quality%5B79%5D%2Csource%5B%2F0e%2F56%2F0e56230d8ddb8e1aebca062db3d2f5866e79e878.jpg%5D%2Corigin%5Bdam%5D%2Ccategory%5B%5D%2Ctype%5BLOOKBOOK%5D%2Cres%5Bm%5D%2Chmver%5B1%5D&call=url[file:/product/main];https://lp2.hm.com/hmgoepprod?set=quality%5B79%5D%2Csource%5B%2Fc4%2F1a%2Fc41acd087350be8941510d2c1e848ec781bc0826.jpg%5D%2Corigin%5Bdam%5D%2Ccategory%5B%5D%2Ctype%5BLOOKBOOK%5D%2Cres%5Bm%5D%2Chmver%5B1%5D&call=url%5Bfile%3A%2Fproduct%2Fmain%5D,"209,99 PLN","Krótka sukienka z siateczki pokrytej cekinami. Dekolt w serek z krytym zapięciem na haftkę. Kopertowy przód z szerokimi tasiemkami wiązanymi na jednym boku i wąskimi krytymi tasiemkami na drugim. Watowane ramiona, długie rękawy, elastyczny tył talii. Dżersejowa podszewka.",Sukienki,1,3
1212396001,Sukienka z koralikami,https://lp2.hm.com/hmgoepprod?set=quality%5B79%5D%2Csource%5B%2F37%2Fea%2F37ea6bb50721632e03d36bca52a3bcd1deeceb71.jpg%5D%2Corigin%5Bdam%5D%2Ccategory%5B%5D%2Ctype%5BLOOKBOOK%5D%2Cres%5Bm%5D%2Chmver%5B1%5D&call=url[file:/product/main];https://lp2.hm.com/hmgoepprod?set=quality%5B79%5D%2Csource%5B%2F9d%2F1f%2F9d1f5278e91e7359b2ea389486140d4b926dd8c1.jpg%5D%2Corigin%5Bdam%5D%2Ccategory%5B%5D%2Ctype%5BLOOKBOOK%5D%2Cres%5Bm%5D%2Chmver%5B1%5D&call=url%5Bfile%3A%2Fproduct%2Fmain%5D,"389,99 PLN","Krótka tkaninowa sukienka zdobiona błyszczącymi koralikami. Okrągły dekolt z przodu i głęboki dekolt w serek z tyłu. Obniżone ramiona, bardzo długie baloniaste rękawy z rozcięciem u dołu. Z tyłu kryte zapięcie na suwak i haftkę, w talii profilujące zaszewki. Z podszewką.",Sukienki,1,2
1201824002,Sukienka z baloniastym rękawem,https://lp2.hm.com/hmgoepprod?set=quality%5B79%5D%2Csource%5B%2F7f%2F4d%2F7f4dd4ae3034e8642941a56081ae3d0d2ace4534.jpg%5D%2Corigin%5Bdam%5D%2Ccategory%5B%5D%2Ctype%5BLOOKBOOK%5D%2Cres%5Bm%5D%2Chmver%5B1%5D&call=url[file:/product/main];https://lp2.hm.com/hmgoepprod?set=quality%5B79%5D%2Csource%5B%2F69%2F55%2F6955e1937d026028311365883c4ca3eec6facfda.jpg%5D%2Corigin%5Bdam%5D%2Ccategory%5B%5D%2Ctype%5BLOOKBOOK%5D%2Cres%5Bm%5D%2Chmver%5B1%5D&call=url%5Bfile%3A%2Fproduct%2Fmain%5D,"209,99 PLN","Podkreślająca figurę tkaninowa sukienka do połowy łydki. Głęboki dekolt w serek z przodu i z tyłu, wąskie wiązanie na karku.Obszerne rękawy do łokcia zakończone elastycznym brzegiem. Marszczenie na biuście, kryty suwak z tyłu, rozcięcie u dołu z tyłu.Bez podszewki.",Sukienki,1,0
1204941001,Cekinowa sukienka,https://lp2.hm.com/hmgoepprod?set=quality%5B79%5D%2Csource%5B%2F28%2F39%2F28397144f303454c4c3f5cb9f4f31c7d3800bb0e.jpg%5D%2Corigin%5Bdam%5D%2Ccategory%5B%5D%2Ctype%5BLOOKBOOK%5D%2Cres%5Bm%5D%2Chmver%5B1%5D&call=url[file:/product/main];https://lp2.hm.com/hmgoepprod?set=quality%5B79%5D%2Csource%5B%2F8d%2Fdb%2F8ddb28a2b1b84ed0dfb1b38d5659f0da85ff0b9e.jpg%5D%2Corigin%5Bdam%5D%2Ccategory%5B%5D%2Ctype%5BLOOKBOOK%5D%2Cres%5Bm%5D%2Chmver%5B1%5D&call=url%5Bfile%3A%2Fproduct%2Fmain%5D,"164,99 PLN","Krótka sukienka z dżerseju pokrytego cekinami. Okrągły dekolt, długie lekko rozszerzane rękawy reglanowe. Z tyłu kryte zapięcie na suwak i haftkę. Dżersejowa podszewka.",Sukienki,1,0
